Listing ID,Price,Address,Beds,Baths,SqFt,Link,Image URL,Latitude,Longitude,Date
7128195,"$545,000","2700 E Cahuenga Blvd #3204, Los Angeles, CA 90068",1 bed,1 bath,685,https://www.redfin.com/CA/Los-Angeles/2700-Cahuenga-Blvd-E-90068/unit-3204/home/7128195,https://ssl.cdn-redfin.com/photo/40/islphoto/259/genIslnoResize.25575259_1.jpg,34.118004,-118.336194,2025-08-20
7114623,"$5,900,000","7139 Macapa Dr, Los Angeles, CA 90068",4 beds,5 baths,"3,449",https://www.redfin.com/CA/Los-Angeles/7139-Macapa-Dr-90068/home/7114623,https://ssl.cdn-redfin.com/photo/45/islphoto/425/genIslnoResize.SR25159425_0.jpg,34.118828,-118.3461825,2025-08-20
7129157,"$1,600,000","3107 Hollycrest Dr, Los Angeles, CA 90068",4 beds,6 baths,"2,692",https://www.redfin.com/CA/Los-Angeles/3107-Hollycrest-Dr-90068/home/7129157,https://ssl.cdn-redfin.com/photo/45/islphoto/012/genIslnoResize.WS25181012_0.jpg,34.1278086,-118.344972,2025-08-20
5311114,"$1,995,000","3564 Multiview Dr, Los Angeles, CA 90068",3 beds,2.5 baths,"2,405",https://www.redfin.com/CA/Los-Angeles/3564-Multiview-Dr-90068/home/5311114,https://ssl.cdn-redfin.com/photo/40/islphoto/547/genIslnoResize.25557547_1.jpg,34.1303349,-118.3613176,2025-08-20
7128724,"$1,699,000","3319 Floyd Ter, Los Angeles, CA 90068",5 beds,4 baths,"2,911",https://www.redfin.com/CA/Los-Angeles/3319-Floyd-Ter-90068/home/7128724,https://ssl.cdn-redfin.com/photo/40/islphoto/899/genIslnoResize.25563899_0.jpg,34.1314042,-118.3460091,2025-08-20
7114872,"$3,995,000","1919 Pinehurst Rd, Los Angeles, CA 90068",4 beds,5 baths,"4,288",https://www.redfin.com/CA/Los-Angeles/1919-Pinehurst-Rd-90068/home/7114872,https://ssl.cdn-redfin.com/photo/40/islphoto/891/genIslnoResize.25566891_0.jpg,34.1054019,-118.3400991,2025-08-20
22980486,"$2,549,000","7350 Pacific View Dr, Los Angeles, CA 90068",3 beds,3 baths,"2,148",https://www.redfin.com/CA/Los-Angeles/7350-Pacific-View-Dr-90068/home/22980486,https://ssl.cdn-redfin.com/photo/40/islphoto/049/genIslnoResize.25564049_1.jpg,34.1215968,-118.3541162,2025-08-20
5314829,"$1,215,000","3209 Bennett Dr, Los Angeles, CA 90068",3 beds,2 baths,"1,065",https://www.redfin.com/CA/Los-Angeles/3209-Bennett-Dr-90068/home/5314829,https://ssl.cdn-redfin.com/photo/45/islphoto/864/genIslnoResize.SW25142864_1.jpg,34.1269536,-118.3463858,2025-08-20
7131457,"$1,595,000","5924 Graciosa Dr, Los Angeles, CA 90068",4 beds,4 baths,"2,446",https://www.redfin.com/CA/Los-Angeles/5924-Graciosa-Dr-90068/home/7131457,https://ssl.cdn-redfin.com/photo/45/islphoto/717/genIslnoResize.SR25158717_1.jpg,34.1127435,-118.3189929,2025-08-20
7128778,"$615,000","3284 Barham Blvd #201, Los Angeles, CA 90068",2 beds,2 baths,"1,254",https://www.redfin.com/CA/Los-Angeles/3284-Barham-Blvd-90068/unit-201/home/7128778,https://ssl.cdn-redfin.com/photo/45/islphoto/489/genIslnoResize.BB25142489_2.jpg,34.1305205,-118.3452297,2025-08-20
7126649,"$2,695,000","2500 Carman Crest Dr, Los Angeles, CA 90068",3 beds,3.5 baths,"2,386",https://www.redfin.com/CA/Los-Angeles/2500-Carman-Crest-Dr-90068/home/7126649,https://ssl.cdn-redfin.com/photo/40/islphoto/235/genIslnoResize.25543235_2.jpg,34.1149855,-118.3471093,2025-08-20
7126970,"$7,798,000","1851 Outpost Dr, Los Angeles, CA 90068",6 beds,6.5 baths,"5,906",https://www.redfin.com/CA/Los-Angeles/1851-Outpost-Dr-90068/home/7126970,https://ssl.cdn-redfin.com/photo/40/islphoto/893/genIslnoResize.25550893_5.jpg,34.105493,-118.344527,2025-08-20
5311667,"$1,599,000","3334 Oak Glen Dr, Los Angeles, CA 90068",4 beds,3 baths,"2,738",https://www.redfin.com/CA/Los-Angeles/3334-Oak-Glen-Dr-90068/home/5311667,https://ssl.cdn-redfin.com/photo/40/islphoto/425/genIslnoResize.25567425_0.jpg,34.1302319,-118.3512841,2025-08-20
